OurIMPL 2	118	60	1240	1155	2387	6247	26937	26380	56340	423948	1497445	2892110	5555829	14605684	30315173	59289063	127765398	244645778	487444992	991207555
JavaIMPL 2	102	73	716	948	912	3700	14062	30485	58836	113333	227681	444842	874177	1562646	3114431	6674424	9282779	20155277	35836573	78786333
OurIMPL 3	104	98	1602	1535	6378	5608	15149	178864	521330	917172	901984	4101808	7881581	15855274	31375677	66886124	131080617	257604176	504189653	1043855247
JavaIMPL 3	99	61	1022	990	1811	5867	17231	27274	40764	126140	233781	455717	854605	1677029	3316931	6239694	11257964	25188487	46123019	89522010
OurIMPL 4	73	94	2354	1423	2641	4563	30503	13723	163713	1005697	1672414	3933688	8116427	15923168	31012061	63843128	125997575	263427978	510435026	993167233
JavaIMPL 4	102	61	1127	477	851	3287	13928	25771	28844	120803	231212	429567	871131	1697805	2793748	5786448	12178577	22240009	45876231	91272282
OurIMPL 5	96	70	1810	1421	2112	3158	20608	23839	73285	725531	1893373	3565974	7818353	15622122	31031647	66212922	127668438	256210708	501863864	1019375988
JavaIMPL 5	115	60	753	680	1269	2286	7818	17158	33492	66452	190908	404847	734467	1596303	2898006	5808348	10073637	22053978	40810272	105349832
OurIMPL 6	120	65	1117	1096	2649	6018	7713	29627	50837	254974	1144455	3149702	7134913	14335753	29183480	59472228	115811318	240725179	488856390	1023949378
JavaIMPL 6	93	65	1238	685	3280	3346	12266	33269	33031	109870	236966	429148	923048	1749889	3171604	6234035	11362901	22807961	43662226	88093342
